"extra_hours","raw_extra_pay","extra_pay_with_taper","extra_pay_with_tax","extra_pay_with_taper_tax","extra_pay_wa_baseline_0","extra_pay_wa_baseline_7","extra_pay_wa_baseline_8"
6.77,60.3207,22.318659,41.018076,15.17668812,60.3207,29.173059,23.559759
6.78,60.4098,22.351626,41.078664,15.19910568,60.4098,29.206026,23.592726
6.79,60.4989,22.384593,41.139252,15.22152324,60.4989,29.238993,23.625693
6.8,60.588,22.41756,41.19984,15.2439408,60.588,29.27196,23.65866
6.81,60.6771,22.450527,41.260428,15.26635836,60.6771,29.304927,23.691627
6.82,60.7662,22.483494,41.321016,15.28877592,60.7662,29.337894,23.724594
6.83,60.8553,22.516461,41.381604,15.31119348,60.8553,29.370861,23.757561
6.84,60.9444,22.549428,41.442192,15.33361104,60.9444,29.403828,23.790528
6.85,61.0335,22.582395,41.50278,15.3560286,61.0335,29.436795,23.823495
6.86,61.1226,22.615362,41.563368,15.37844616,61.1226,29.469762,23.856462
6.87,61.2117,22.648329,41.623956,15.40086372,61.2117,29.502729,23.889429
6.88,61.3008,22.681296,41.684544,15.42328128,61.3008,29.535696,23.922396
6.89,61.3899,22.714263,41.745132,15.44569884,61.3899,29.568663,23.955363
6.9,61.479,22.74723,41.80572,15.4681164,61.479,29.60163,23.98833
6.91,61.5681,22.780197,41.866308,15.49053396,61.5681,29.634597,24.021297
6.92,61.6572,22.813164,41.926896,15.51295152,61.6572,29.667564,24.054264
6.93,61.7463,22.846131,41.987484,15.53536908,61.7463,29.700531,24.087231
6.94,61.8354,22.879098,42.048072,15.55778664,61.8354,29.733498,24.120198
6.95,61.9245,22.912065,42.10866,15.5802042,61.9245,29.766465,24.153165
6.96,62.0136,22.945032,42.169248,15.60262176,62.0136,29.799432,24.186132
6.97,62.1027,22.977999,42.229836,15.62503932,62.1027,29.832399,24.219099
6.98,62.1918,23.010966,42.290424,15.64745688,62.1918,29.865366,24.252066
6.99,62.2809,23.043933,42.351012,15.66987444,62.2809,29.898333,24.285033
7,62.37,23.0769,42.4116,15.692292,62.37,29.9313,24.318
7.01,62.4591,23.109867,42.472188,15.71470956,62.4591,29.964267,24.350967
7.02,62.5482,23.142834,42.532776,15.73712712,62.5482,29.997234,24.383934
7.03,62.6373,23.175801,42.593364,15.75954468,62.6373,30.030201,24.416901
7.04,62.7264,23.208768,42.653952,15.78196224,62.7264,30.063168,24.449868
7.05,62.8155,23.241735,42.71454,15.8043798,62.8155,30.096135,24.482835
7.06,62.9046,23.274702,42.775128,15.82679736,62.9046,30.129102,24.515802
7.07,62.9937,23.307669,42.835716,15.84921492,62.9937,30.162069,24.548769
7.08,63.0828,23.340636,42.896304,15.87163248,63.0828,30.195036,24.581736
7.09,63.1719,23.373603,42.956892,15.89405004,63.1719,30.228003,24.614703
7.1,63.261,23.40657,43.01748,15.9164676,63.261,30.26097,24.64767
7.11,63.3501,23.439537,43.078068,15.93888516,63.3501,30.293937,24.680637
7.12,63.4392,23.472504,43.138656,15.96130272,63.4392,30.326904,24.713604
7.13,63.5283,23.505471,43.199244,15.98372028,63.5283,30.359871,24.746571
7.14,63.6174,23.538438,43.259832,16.00613784,63.6174,30.392838,24.779538
7.15,63.7065,23.571405,43.32042,16.0285554,63.7065,30.425805,24.812505
7.16,63.7956,23.604372,43.381008,16.05097296,63.7956,30.458772,24.845472
7.17,63.8847,23.637339,43.441596,16.07339052,63.8847,30.491739,24.878439
7.18,63.9738,23.670306,43.502184,16.09580808,63.9738,30.524706,24.911406
7.19,64.0629,23.703273,43.562772,16.11822564,64.0629,30.557673,24.944373
7.2,64.152,23.73624,43.62336,16.1406432,64.152,30.59064,24.97734
7.21,64.2411,23.769207,43.683948,16.16306076,64.2411,30.623607,25.010307
7.22,64.3302,23.802174,43.744536,16.18547832,64.3302,30.656574,25.043274
7.23,64.4193,23.835141,43.805124,16.20789588,64.4193,30.689541,25.076241
7.24,64.5084,23.868108,43.865712,16.23031344,64.5084,30.722508,25.109208
7.25,64.5975,23.901075,43.9263,16.252731,64.5975,30.755475,25.142175
7.26,64.6866,23.934042,43.986888,16.27514856,64.6866,30.788442,25.175142
7.27,64.7757,23.967009,44.047476,16.29756612,64.7757,30.821409,25.208109
7.28,64.8648,23.999976,44.108064,16.31998368,64.8648,30.854376,25.241076
7.29,64.9539,24.032943,44.168652,16.34240124,64.9539,30.887343,25.274043
7.3,65.043,24.06591,44.22924,16.3648188,65.043,30.92031,25.30701
7.31,65.1321,24.098877,44.289828,16.38723636,65.1321,30.953277,25.339977
7.32,65.2212,24.131844,44.350416,16.40965392,65.2212,30.986244,25.372944
7.33,65.3103,24.164811,44.411004,16.43207148,65.3103,31.019211,25.405911
7.34,65.3994,24.197778,44.471592,16.45448904,65.3994,31.052178,25.438878
7.35,65.4885,24.230745,44.53218,16.4769066,65.4885,31.085145,25.471845
7.36,65.5776,24.263712,44.592768,16.49932416,65.5776,31.118112,25.504812
7.37,65.6667,24.296679,44.653356,16.52174172,65.6667,31.151079,25.537779
7.38,65.7558,24.329646,44.713944,16.54415928,65.7558,31.184046,25.570746
7.39,65.8449,24.362613,44.774532,16.56657684,65.8449,31.217013,25.603713
7.4,65.934,24.39558,44.83512,16.5889944,65.934,31.24998,25.63668
7.41,66.0231,24.428547,44.895708,16.61141196,66.0231,31.282947,25.669647
7.42,66.1122,24.461514,44.956296,16.63382952,66.1122,31.315914,25.702614
7.43,66.2013,24.494481,45.016884,16.65624708,66.2013,31.348881,25.735581
7.44,66.2904,24.527448,45.077472,16.67866464,66.2904,31.381848,25.768548
7.45,66.3795,24.560415,45.13806,16.7010822,66.3795,31.414815,25.801515
7.46,66.4686,24.593382,45.198648,16.72349976,66.4686,31.447782,25.834482
7.47,66.5577,24.626349,45.259236,16.74591732,66.5577,31.480749,25.867449
7.48,66.6468,24.659316,45.319824,16.76833488,66.6468,31.513716,25.900416
7.49,66.7359,24.692283,45.380412,16.79075244,66.7359,31.546683,25.933383
7.5,66.825,24.72525,45.441,16.81317,66.825,31.57965,25.96635
7.51,66.9141,24.758217,45.501588,16.83558756,66.9141,31.612617,25.999317
7.52,67.0032,24.791184,45.562176,16.85800512,67.0032,31.645584,26.032284
7.53,67.0923,24.824151,45.622764,16.88042268,67.0923,31.678551,26.065251
7.54,67.1814,24.857118,45.683352,16.90284024,67.1814,31.711518,26.098218
7.55,67.2705,24.890085,45.74394,16.9252578,67.2705,31.744485,26.131185
7.56,67.3596,24.923052,45.804528,16.94767536,67.3596,31.777452,26.164152
7.57,67.4487,24.956019,45.865116,16.97009292,67.4487,31.810419,26.197119
7.58,67.5378,24.988986,45.925704,16.99251048,67.5378,31.843386,26.230086
7.59,67.6269,25.021953,45.986292,17.01492804,67.6269,31.876353,26.263053
7.6,67.716,25.05492,46.04688,17.0373456,67.716,31.90932,26.29602
7.61,67.8051,25.087887,46.107468,17.05976316,67.8051,31.942287,26.328987
7.62,67.8942,25.120854,46.168056,17.08218072,67.8942,31.975254,26.361954
7.63,67.9833,25.153821,46.228644,17.10459828,67.9833,32.008221,26.394921
7.64,68.0724,25.186788,46.289232,17.12701584,68.0724,32.041188,26.427888
7.65,68.1615,25.219755,46.34982,17.1494334,68.1615,32.074155,26.460855
7.66,68.2506,25.252722,46.410408,17.17185096,68.2506,32.107122,26.493822
7.67,68.3397,25.285689,46.470996,17.19426852,68.3397,32.140089,26.526789
7.68,68.4288,25.318656,46.531584,17.21668608,68.4288,32.173056,26.559756
7.69,68.5179,25.351623,46.592172,17.23910364,68.5179,32.206023,26.592723
7.7,68.607,25.38459,46.65276,17.2615212,68.607,32.23899,26.62569
7.71,68.6961,25.417557,46.713348,17.28393876,68.6961,32.271957,26.658657
7.72,68.7852,25.450524,46.773936,17.30635632,68.7852,32.304924,26.691624
7.73,68.8743,25.483491,46.834524,17.32877388,68.8743,32.337891,26.724591
7.74,68.9634,25.516458,46.895112,17.35119144,68.9634,32.370858,26.757558
7.75,69.0525,25.549425,46.9557,17.373609,69.0525,32.403825,26.790525
7.76,69.1416,25.582392,47.016288,17.39602656,69.1416,32.436792,26.823492
7.77,69.2307,25.615359,47.076876,17.41844412,69.2307,32.469759,26.856459
7.78,69.3198,25.648326,47.137464,17.44086168,69.3198,32.502726,26.889426
7.79,69.4089,25.681293,47.198052,17.46327924,69.4089,32.535693,26.922393
7.8,69.498,25.71426,47.25864,17.4856968,69.498,32.56866,26.95536
7.81,69.5871,25.747227,47.319228,17.50811436,69.5871,32.601627,26.988327
7.82,69.6762,25.780194,47.379816,17.53053192,69.6762,32.634594,27.021294
7.83,69.7653,25.813161,47.440404,17.55294948,69.7653,32.667561,27.054261
7.84,69.8544,25.846128,47.500992,17.57536704,69.8544,32.700528,27.087228
7.85,69.9435,25.879095,47.56158,17.5977846,69.9435,32.733495,27.120195
7.86,70.0326,25.912062,47.622168,17.62020216,70.0326,32.766462,27.153162
7.87,70.1217,25.945029,47.682756,17.64261972,70.1217,32.799429,27.186129
7.88,70.2108,25.977996,47.743344,17.66503728,70.2108,32.832396,27.219096
7.89,70.2999,26.010963,47.803932,17.68745484,70.2999,32.865363,27.252063
7.9,70.389,26.04393,47.86452,17.7098724,70.389,32.89833,27.28503
7.91,70.4781,26.076897,47.925108,17.73228996,70.4781,32.931297,27.317997
7.92,70.5672,26.109864,47.985696,17.75470752,70.5672,32.964264,27.350964
7.93,70.6563,26.142831,48.046284,17.77712508,70.6563,32.997231,27.383931
7.94,70.7454,26.175798,48.106872,17.79954264,70.7454,33.030198,27.416898
7.95,70.8345,26.208765,48.16746,17.8219602,70.8345,33.063165,27.449865
7.96,70.9236,26.241732,48.228048,17.84437776,70.9236,33.096132,27.482832
7.97,71.0127,26.274699,48.288636,17.86679532,71.0127,33.129099,27.515799
7.98,71.1018,26.307666,48.349224,17.88921288,71.1018,33.162066,27.548766
7.99,71.1909,26.340633,48.409812,17.91163044,71.1909,33.195033,27.581733
8,71.28,26.3736,48.4704,17.934048,71.28,33.228,27.6147
8.01,71.3691,26.406567,48.530988,17.95646556,71.3691,33.260967,27.647667
8.02,71.4582,26.439534,48.591576,17.97888312,71.4582,33.293934,27.680634
8.03,71.5473,26.472501,48.652164,18.00130068,71.5473,33.326901,27.713601
8.04,71.6364,26.505468,48.712752,18.02371824,71.6364,33.359868,27.746568
8.05,71.7255,26.538435,48.77334,18.0461358,71.7255,33.392835,27.779535
8.06,71.8146,26.571402,48.833928,18.06855336,71.8146,33.425802,27.812502
8.07,71.9037,26.604369,48.894516,18.09097092,71.9037,33.458769,27.845469
8.08,71.9928,26.637336,48.955104,18.11338848,71.9928,33.491736,27.878436
8.09,72.0819,26.670303,49.015692,18.13580604,72.0819,33.524703,27.911403
8.1,72.171,26.70327,49.07628,18.1582236,72.171,33.55767,27.94437
8.11,72.2601,26.736237,49.136868,18.18064116,72.2601,33.590637,27.977337
8.12,72.3492,26.769204,49.197456,18.20305872,72.3492,33.623604,28.010304
8.13,72.4383,26.802171,49.258044,18.22547628,72.4383,33.656571,28.043271
8.14,72.5274,26.835138,49.318632,18.24789384,72.5274,33.689538,28.076238
8.15,72.6165,26.868105,49.37922,18.2703114,72.6165,33.722505,28.109205
8.16,72.7056,26.901072,49.439808,18.29272896,72.7056,33.755472,28.142172
8.17,72.7947,26.934039,49.500396,18.31514652,72.7947,33.788439,28.175139
8.18,72.8838,26.967006,49.560984,18.33756408,72.8838,33.821406,28.208106
8.19,72.9729,26.999973,49.621572,18.35998164,72.9729,33.854373,28.241073
8.2,73.062,27.03294,49.68216,18.3823992,73.062,33.88734,28.27404
8.21,73.1511,27.065907,49.742748,18.40481676,73.1511,33.920307,28.307007
8.22,73.2402,27.098874,49.803336,18.42723432,73.2402,33.953274,28.339974
8.23,73.3293,27.131841,49.863924,18.44965188,73.279341,33.986241,28.372941
8.24,73.4184,27.164808,49.924512,18.47206944,73.312308,34.019208,28.405908
8.25,73.5075,27.197775,49.9851,18.494487,73.345275,34.052175,28.438875
8.26,73.5966,27.230742,50.045688,18.51690456,73.378242,34.085142,28.471842
8.27,73.6857,27.263709,50.106276,18.53932212,73.411209,34.118109,28.504809
8.28,73.7748,27.296676,50.166864,18.56173968,73.444176,34.151076,28.537776
8.29,73.8639,27.329643,50.227452,18.58415724,73.477143,34.184043,28.570743
8.3,73.953,27.36261,50.28804,18.6065748,73.51011,34.21701,28.60371
8.31,74.0421,27.395577,50.348628,18.62899236,73.543077,34.249977,28.636677
8.32,74.1312,27.428544,50.409216,18.65140992,73.576044,34.282944,28.669644
8.33,74.2203,27.461511,50.469804,18.67382748,73.609011,34.315911,28.702611
8.34,74.3094,27.494478,50.530392,18.69624504,73.641978,34.348878,28.735578
8.35,74.3985,27.527445,50.59098,18.7186626,73.674945,34.381845,28.768545
8.36,74.4876,27.560412,50.651568,18.74108016,73.707912,34.414812,28.801512
8.37,74.5767,27.593379,50.712156,18.76349772,73.740879,34.447779,28.834479
8.38,74.6658,27.626346,50.772744,18.78591528,73.773846,34.480746,28.867446
8.39,74.7549,27.659313,50.833332,18.80833284,73.806813,34.513713,28.900413
8.4,74.844,27.69228,50.89392,18.8307504,73.83978,34.54668,28.93338
8.41,74.9331,27.725247,50.954508,18.85316796,73.872747,34.579647,28.966347
8.42,75.0222,27.758214,51.015096,18.87558552,73.905714,34.612614,28.999314
8.43,75.1113,27.791181,51.075684,18.89800308,73.938681,34.645581,29.032281
8.44,75.2004,27.824148,51.136272,18.92042064,73.971648,34.678548,29.065248
8.45,75.2895,27.857115,51.19686,18.9428382,74.004615,34.711515,29.098215
8.46,75.3786,27.890082,51.257448,18.96525576,74.037582,34.744482,29.131182
8.47,75.4677,27.923049,51.318036,18.98767332,74.070549,34.777449,29.164149
8.48,75.5568,27.956016,51.378624,19.01009088,74.103516,34.810416,29.197116
8.49,75.6459,27.988983,51.439212,19.03250844,74.136483,34.843383,29.230083
8.5,75.735,28.02195,51.4998,19.054926,74.16945,34.87635,29.26305
8.51,75.8241,28.054917,51.560388,19.07734356,74.202417,34.909317,29.296017
8.52,75.9132,28.087884,51.620976,19.09976112,74.235384,34.942284,29.328984
8.53,76.0023,28.120851,51.681564,19.12217868,74.268351,34.975251,29.361951
8.54,76.0914,28.153818,51.742152,19.14459624,74.301318,35.008218,29.394918
8.55,76.1805,28.186785,51.80274,19.1670138,74.334285,35.041185,29.427885
8.56,76.2696,28.219752,51.863328,19.18943136,74.367252,35.074152,29.460852
8.57,76.3587,28.252719,51.923916,19.21184892,74.400219,35.107119,29.493819
8.58,76.4478,28.285686,51.984504,19.23426648,74.433186,35.140086,29.526786
8.59,76.5369,28.318653,52.045092,19.25668404,74.466153,35.173053,29.559753
8.6,76.626,28.35162,52.10568,19.2791016,74.49912,35.20602,29.59272
8.61,76.7151,28.384587,52.166268,19.30151916,74.532087,35.238987,29.625687
8.62,76.8042,28.417554,52.226856,19.32393672,74.565054,35.271954,29.658654
8.63,76.8933,28.450521,52.287444,19.34635428,74.598021,35.304921,29.691621
8.64,76.9824,28.483488,52.348032,19.36877184,74.630988,35.337888,29.724588
8.65,77.0715,28.516455,52.40862,19.3911894,74.663955,35.370855,29.757555
8.66,77.1606,28.549422,52.469208,19.41360696,74.696922,35.403822,29.790522
8.67,77.2497,28.582389,52.529796,19.43602452,74.729889,35.436789,29.823489
8.68,77.3388,28.615356,52.590384,19.45844208,74.762856,35.469756,29.856456
8.69,77.4279,28.648323,52.650972,19.48085964,74.795823,35.502723,29.889423
8.7,77.517,28.68129,52.71156,19.5032772,74.82879,35.53569,29.92239
8.71,77.6061,28.714257,52.772148,19.52569476,74.861757,35.568657,29.955357
8.72,77.6952,28.747224,52.832736,19.54811232,74.894724,35.601624,29.988324
8.73,77.7843,28.780191,52.893324,19.57052988,74.927691,35.634591,30.021291
8.74,77.8734,28.813158,52.953912,19.59294744,74.960658,35.667558,30.054258
8.75,77.9625,28.846125,53.0145,19.615365,74.993625,35.700525,30.087225
8.76,78.0516,28.879092,53.075088,19.63778256,75.026592,35.733492,30.120192
8.77,78.1407,28.912059,53.135676,19.66020012,75.059559,35.766459,30.153159
8.78,78.2298,28.945026,53.196264,19.68261768,75.092526,35.799426,30.186126
8.79,78.3189,28.977993,53.256852,19.70503524,75.125493,35.832393,30.219093
8.8,78.408,29.01096,53.31744,19.7274528,75.15846,35.86536,30.25206
8.81,78.4971,29.043927,53.378028,19.74987036,75.191427,35.898327,30.285027
8.82,78.5862,29.076894,53.438616,19.77228792,75.224394,35.931294,30.317994
8.83,78.6753,29.109861,53.499204,19.79470548,75.257361,35.964261,30.350961
8.84,78.7644,29.142828,53.559792,19.81712304,75.290328,35.997228,30.383928
8.85,78.8535,29.175795,53.62038,19.8395406,75.323295,36.030195,30.416895
8.86,78.9426,29.208762,53.680968,19.86195816,75.356262,36.063162,30.449862
8.87,79.0317,29.241729,53.741556,19.88437572,75.389229,36.096129,30.482829
8.88,79.1208,29.274696,53.802144,19.90679328,75.422196,36.129096,30.515796
8.89,79.2099,29.307663,53.862732,19.92921084,75.455163,36.162063,30.548763
8.9,79.299,29.34063,53.92332,19.9516284,75.48813,36.19503,30.58173
8.91,79.3881,29.373597,53.983908,19.97404596,75.521097,36.227997,30.614697
8.92,79.4772,29.406564,54.044496,19.99646352,75.554064,36.260964,30.647664
8.93,79.5663,29.439531,54.105084,20.01888108,75.587031,36.293931,30.680631
8.94,79.6554,29.472498,54.165672,20.04129864,75.619998,36.326898,30.713598
8.95,79.7445,29.505465,54.22626,20.0637162,75.652965,36.359865,30.746565
8.96,79.8336,29.538432,54.286848,20.08613376,75.685932,36.392832,30.779532
8.97,79.9227,29.571399,54.347436,20.10855132,75.718899,36.425799,30.812499
8.98,80.0118,29.604366,54.408024,20.13096888,75.751866,36.458766,30.845466
8.99,80.1009,29.637333,54.468612,20.15338644,75.784833,36.491733,30.878433
9,80.19,29.6703,54.5292,20.175804,75.8178,36.5247,30.9114
9.01,80.2791,29.703267,54.589788,20.19822156,75.850767,36.557667,30.944367
9.02,80.3682,29.736234,54.650376,20.22063912,75.883734,36.590634,30.977334
9.03,80.4573,29.769201,54.710964,20.24305668,75.916701,36.623601,31.010301
9.04,80.5464,29.802168,54.771552,20.26547424,75.949668,36.656568,31.043268
9.05,80.6355,29.835135,54.83214,20.2878918,75.982635,36.689535,31.076235
9.06,80.7246,29.868102,54.892728,20.31030936,76.015602,36.722502,31.109202
9.07,80.8137,29.901069,54.953316,20.33272692,76.048569,36.755469,31.142169
9.08,80.9028,29.934036,55.013904,20.35514448,76.081536,36.788436,31.175136
9.09,80.9919,29.967003,55.074492,20.37756204,76.114503,36.821403,31.208103
9.1,81.081,29.99997,55.13508,20.3999796,76.14747,36.85437,31.24107
9.11,81.1701,30.032937,55.195668,20.42239716,76.180437,36.887337,31.274037
9.12,81.2592,30.065904,55.256256,20.44481472,76.213404,36.920304,31.307004
9.13,81.3483,30.098871,55.316844,20.46723228,76.246371,36.953271,31.339971
9.14,81.4374,30.131838,55.377432,20.48964984,76.279338,36.986238,31.372938
9.15,81.5265,30.164805,55.43802,20.5120674,76.312305,37.019205,31.405905
9.16,81.6156,30.197772,55.498608,20.53448496,76.345272,37.052172,31.438872
9.17,81.7047,30.230739,55.559196,20.55690252,76.378239,37.085139,31.471839
9.18,81.7938,30.263706,55.619784,20.57932008,76.411206,37.118106,31.504806
9.19,81.8829,30.296673,55.680372,20.60173764,76.444173,37.151073,31.537773
9.2,81.972,30.32964,55.74096,20.6241552,76.47714,37.18404,31.57074
9.21,82.0611,30.362607,55.801548,20.64657276,76.510107,37.217007,31.603707
9.22,82.1502,30.395574,55.862136,20.66899032,76.543074,37.249974,31.636674
9.23,82.2393,30.428541,55.922724,20.69140788,76.576041,37.282941,31.669641
9.24,82.3284,30.461508,55.983312,20.71382544,76.609008,37.315908,31.702608
9.25,82.4175,30.494475,56.0439,20.736243,76.641975,37.348875,31.735575
9.26,82.5066,30.527442,56.104488,20.75866056,76.674942,37.381842,31.768542
9.27,82.5957,30.560409,56.165076,20.78107812,76.707909,37.414809,31.801509
9.28,82.6848,30.593376,56.225664,20.80349568,76.740876,37.447776,31.834476
9.29,82.7739,30.626343,56.286252,20.82591324,76.773843,37.480743,31.867443
9.3,82.863,30.65931,56.34684,20.8483308,76.80681,37.51371,31.90041
9.31,82.9521,30.692277,56.407428,20.87074836,76.839777,37.546677,31.933377
9.32,83.0412,30.725244,56.468016,20.89316592,76.872744,37.579644,31.966344
9.33,83.1303,30.758211,56.528604,20.91558348,76.905711,37.612611,31.999311
9.34,83.2194,30.791178,56.589192,20.93800104,76.938678,37.645578,32.032278
9.35,83.3085,30.824145,56.64978,20.9604186,76.971645,37.678545,32.065245
9.36,83.3976,30.857112,56.710368,20.98283616,77.004612,37.711512,32.098212
9.37,83.4867,30.890079,56.770956,21.00525372,77.037579,37.744479,32.131179
9.38,83.5758,30.923046,56.831544,21.02767128,77.070546,37.777446,32.164146
9.39,83.6649,30.956013,56.892132,21.05008884,77.103513,37.810413,32.197113
9.4,83.754,30.98898,56.95272,21.0725064,77.13648,37.84338,32.23008
9.41,83.8431,31.021947,57.013308,21.09492396,77.169447,37.876347,32.263047
9.42,83.9322,31.054914,57.073896,21.11734152,77.202414,37.909314,32.296014
9.43,84.0213,31.087881,57.134484,21.13975908,77.235381,37.942281,32.328981
9.44,84.1104,31.120848,57.195072,21.16217664,77.268348,37.975248,32.361948
9.45,84.1995,31.153815,57.25566,21.1845942,77.301315,38.008215,32.394915
9.46,84.2886,31.186782,57.316248,21.20701176,77.334282,38.041182,32.427882
9.47,84.3777,31.219749,57.376836,21.22942932,77.367249,38.074149,32.460849
9.48,84.4668,31.252716,57.437424,21.25184688,77.400216,38.107116,32.493816
9.49,84.5559,31.285683,57.498012,21.27426444,77.433183,38.140083,32.526783
9.5,84.645,31.31865,57.5586,21.296682,77.46615,38.17305,32.55975
9.51,84.7341,31.351617,57.619188,21.31909956,77.499117,38.206017,32.592717
9.52,84.8232,31.384584,57.679776,21.34151712,77.532084,38.238984,32.625684
9.53,84.9123,31.417551,57.740364,21.36393468,77.565051,38.271951,32.658651
9.54,85.0014,31.450518,57.800952,21.38635224,77.598018,38.304918,32.691618
9.55,85.0905,31.483485,57.86154,21.4087698,77.630985,38.337885,32.724585
9.56,85.1796,31.516452,57.922128,21.43118736,77.663952,38.370852,32.757552
9.57,85.2687,31.549419,57.982716,21.45360492,77.696919,38.403819,32.790519
9.58,85.3578,31.582386,58.043304,21.47602248,77.729886,38.436786,32.823486
9.59,85.4469,31.615353,58.103892,21.49844004,77.762853,38.469753,32.856453
9.6,85.536,31.64832,58.16448,21.5208576,77.79582,38.50272,32.88942
9.61,85.6251,31.681287,58.225068,21.54327516,77.828787,38.535687,32.922387
9.62,85.7142,31.714254,58.285656,21.56569272,77.861754,38.568654,32.955354
9.63,85.8033,31.747221,58.346244,21.58811028,77.894721,38.601621,32.988321
9.64,85.8924,31.780188,58.406832,21.61052784,77.927688,38.634588,33.021288
9.65,85.9815,31.813155,58.46742,21.6329454,77.960655,38.667555,33.054255
9.66,86.0706,31.846122,58.528008,21.65536296,77.993622,38.700522,33.087222
9.67,86.1597,31.879089,58.588596,21.67778052,78.026589,38.733489,33.120189
9.68,86.2488,31.912056,58.649184,21.70019808,78.059556,38.766456,33.153156
9.69,86.3379,31.945023,58.709772,21.72261564,78.092523,38.799423,33.186123
9.7,86.427,31.97799,58.77036,21.7450332,78.12549,38.83239,33.21909
9.71,86.5161,32.010957,58.830948,21.76745076,78.158457,38.865357,33.252057
9.72,86.6052,32.043924,58.891536,21.78986832,78.191424,38.898324,33.285024
9.73,86.6943,32.076891,58.952124,21.81228588,78.224391,38.931291,33.317991
9.74,86.7834,32.109858,59.012712,21.83470344,78.257358,38.964258,33.350958
9.75,86.8725,32.142825,59.0733,21.857121,78.290325,38.997225,33.383925
9.76,86.9616,32.175792,59.133888,21.87953856,78.323292,39.030192,33.416892
9.77,87.0507,32.208759,59.194476,21.90195612,78.356259,39.063159,33.449859
9.78,87.1398,32.241726,59.255064,21.92437368,78.389226,39.096126,33.482826
9.79,87.2289,32.274693,59.315652,21.94679124,78.422193,39.129093,33.515793
9.8,87.318,32.30766,59.37624,21.9692088,78.45516,39.16206,33.54876
9.81,87.4071,32.340627,59.436828,21.99162636,78.488127,39.195027,33.581727
9.82,87.4962,32.373594,59.497416,22.01404392,78.521094,39.227994,33.614694
9.83,87.5853,32.406561,59.558004,22.03646148,78.554061,39.260961,33.647661
9.84,87.6744,32.439528,59.618592,22.05887904,78.587028,39.293928,33.680628
9.85,87.7635,32.472495,59.67918,22.0812966,78.619995,39.326895,33.713595
9.86,87.8526,32.505462,59.739768,22.10371416,78.652962,39.359862,33.746562
9.87,87.9417,32.538429,59.800356,22.12613172,78.685929,39.392829,33.779529
9.88,88.0308,32.571396,59.860944,22.14854928,78.718896,39.425796,33.812496
9.89,88.1199,32.604363,59.921532,22.17096684,78.751863,39.458763,33.845463
9.9,88.209,32.63733,59.98212,22.1933844,78.78483,39.49173,33.87843
9.91,88.2981,32.670297,60.042708,22.21580196,78.817797,39.524697,33.911397
9.92,88.3872,32.703264,60.103296,22.23821952,78.850764,39.557664,33.944364
9.93,88.4763,32.736231,60.163884,22.26063708,78.883731,39.590631,33.977331
9.94,88.5654,32.769198,60.224472,22.28305464,78.916698,39.623598,34.010298
9.95,88.6545,32.802165,60.28506,22.3054722,78.949665,39.656565,34.043265
9.96,88.7436,32.835132,60.345648,22.32788976,78.982632,39.689532,34.076232
9.97,88.8327,32.868099,60.406236,22.35030732,79.015599,39.722499,34.109199
9.98,88.9218,32.901066,60.466824,22.37272488,79.048566,39.755466,34.142166
9.99,89.0109,32.934033,60.527412,22.39514244,79.081533,39.788433,34.175133
10,89.1,32.967,60.588,22.41756,79.1145,39.8214,34.2081
